# id:15--15-15 
-0.68,0.24,-0.38852786988074
-0.15,-0.48,-0.51180295812045
-0.86,-0.59,-1.6665479047152
-0.98,-0.73,-1.4751322255921
0.28,-0.74,-0.88054951939947
-0.12,0.61,0.60120078274357
0.66,-0.4,-0.68519888927292
0.84,0.41,-0.43259207701536
-0.82,0.39,-0.23133905298677
0.63,0.42,-0.16941088658712
0.8,0.01,-1.2509858052049
0.23,-0.3,-0.24435557602667
0.57,-0.97,-1.4121518223055
-0.37,0.42,0.23975188940697
0.76,-0.32,-0.92531769434153
-0.89,-0.45,-1.0833353211409
-0.61,0.2,-0.021660873725507
-0.55,-0.22,-0.54332993910836
0.14,0.89,0.58210623959515
0.1,0.66,0.8540442530015
0.49,0.51,0.16223677911247
-0.28,0.26,0.098174774482223
0.52,-0.14,-0.28226972899143
0.41,0.54,0.41754172473023
0.93,0.9,-0.2135837118827
0.59,0.38,0.024016854559454
-0.77,-0.85,-1.2201644328024
-0.11,-0.48,-0.25982904743128
0.27,-0.59,-0.86177058590888
-0.66,0.24,-0.27191103351426
-0.98,-0.4,-1.5321372168723
0.33,0.96,0.97090082860947
0.39,-0.02,0.32606041528561
-0.86,0.36,-0.24701044962347
-0.57,-0.21,-0.59337933939864
-0.03,-0.14,-0.10323966487017
-0.04,0.76,0.83046224892603
-0.45,0.79,0.92050688888029
-0.2,0.49,0.12203153087574
-0.99,0.92,-0.026680245752843
0.62,0.43,-0.10898064869588
-0.95,-0.25,-1.1910654601127
-0.21,-0.71,-0.92928737185406
0.62,0.8,0.50051850592691
-0.73,-0.8,-1.5899666393829
0.43,-0.67,-0.88603252677026
0.56,-0.14,-0.4920140809233
-0.67,-0.9,-1.117057846103
-0.78,-0.18,-0.68011469920985
-0.05,-0.98,-0.81818457532692
-0.9,-0.15,-1.07998794504
-0.52,-0.44,-0.80171131945517
-0.5,-0.4,-0.63753823226929
-0.96,-0.37,-1.619676918307
-0.66,-0.78,-1.2499839688817
-0.11,-0.13,-0.027245440860777
0.69,-0.13,-0.5396752102721
-0.26,-0.8,-0.89528513470533
-0.61,-0.19,-0.38956333023479
-0.21,0.28,0.056533427488213
0.17,-0.72,-0.60604418473421
-0.73,0.74,0.86025820490021
0.09,0.75,0.59885043036203
-0.83,-0.36,-1.1322442133624
0.12,-0.23,-0.12846340287157
0.04,-0.47,-0.69656723375936
-0.36,-0.9,-1.086456982065
-0.97,-0.39,-1.7239673267801
-0.17,0.08,-0.37681659522997
0.44,0.49,0.067523457429282
0.3,-0.1,-0.39921161252136
-0.97,0.16,-0.90037923923065
-0.48,0.86,0.61517289947988
-0.03,-0.42,-0.52682556198253
0.97,0.82,-0.40859444370395
0.51,0.91,0.70075857882045
0.51,0.75,0.67480253455791
0.02,0.69,0.64666526665664
0.49,0.9,0.71427850175584
0.96,0.26,-0.71291602341596
0.44,0.64,0.69916707607136
0.94,0.83,0.13221765530562
-0.09,-0.96,-0.67625479795473
0.18,0.78,0.39133636385625
0.65,0.7,0.51572123770818
-0.93,0.18,-0.89193818320785
0.54,0.3,-0.15117824572513
0.83,-0.09,-0.63325233394214
0.66,0.85,0.3471939066472
0.42,0.16,0.16630643662306
-0.82,0.28,-0.4834899286341
0.89,-0.32,-1.4133373659826
0.11,-0.18,-0.38357451650522
-0.33,-0.08,-0.069177327710375
-0.47,0.29,0.43912798202206
0.25,0.62,0.38663651886056
-0.27,0.7,0.15531612196707
-0.91,-0.59,-1.2177494355973
-0.17,0.94,0.87910439880394
-0.44,0.25,-0.25204032002632
-0.44,-0.13,-0.45934424249613
0.95,-0.03,-0.86480413698352
-0.63,0.95,0.49437759038667
-0.14,-0.15,-0.3412857582318
-0.36,-0.16,-0.44787740349705
0.85,-0.77,-1.8471814710019
0.25,-0.6,-0.7505015730041
0.03,-0.96,-0.77966286301867
0.74,-0.73,-0.75221458042017
-0.27,0.66,0.79519680845421
-0.86,-0.1,-0.5947910712933
-0.99,-0.93,-1.7921225928653
-0.1,-0.24,-0.36673346592109
-0.78,0.74,0.1183536767724
0.38,-0.58,-0.92638370400184
0.62,0.3,-0.3169671691334
0.22,0.92,0.90324307395593
-0.44,0.63,0.78122248211061
0.86,0.64,-0.17493608952807
0.08,0.89,1.3384049343366
0.25,0.23,0.085013207007992
-0.07,0.63,0.4901901260722
-0.73,-0.04,-0.4666662913931
-0.53,0.02,-0.5467299483895
0.82,0.2,-0.32194901198983
0.2,-0.43,-0.13116760523403
0.81,0.05,-0.55707429463234
-0.99,0.1,-0.96165151369019
-0.5,0.52,0.16151896117122
-0.76,-0.89,-1.3328194715782
-0.21,-0.45,-0.26298861882542
0.07,-0.32,-0.38654293835399
0.57,0.44,-0.025142893215534
0.93,0.72,0.033384195241314
-0.16,-0.41,-0.26061158858567
-0.27,-0.64,-0.79034241049791
0,0.69,0.64208393352676
0.25,0.45,0.3464092816662
0.43,0.81,1.0159569400375
-0.85,-0.3,-1.0644728561212
0.33,-0.16,-0.47846132807018
-0.51,0.34,0.027721094066579
0.08,-0.24,-0.38830606092825
-0.7,0.58,0.24109379691805
0.94,1,-0.0093913977237977
-0.76,0.23,-0.29305592130822
-0.28,-0.19,-0.33292295747832
0.59,-0.76,-1.2001378677874
0.8,0.68,0.34453520873414
0.05,0.64,0.16532713461004
-0.65,-0.44,-0.84820943495664
-0.16,0.27,0.011587794552588
-0.16,-0.36,0.012270173670188
-0.3,-0.47,-0.68997002118643
0.68,-0.85,-1.4704630435792
-0.81,0.88,0.18660409182636
-0.27,-0.95,-0.6316971117206
-0.82,-0.84,-1.4085619575924
-0.91,0.04,-0.62949046659785
0.94,0.52,-0.34839910834853
0.98,0.38,-0.84266334430021
-0.7,0.15,-0.44710205600572
-0.78,-0.3,-0.96067240433313
-0.11,0.39,0.22868260215757
0.9,-0.61,-1.5367108198646
0.89,-0.78,-1.3841151806672
0.73,-0.88,-1.1937108769773
-0.39,0.76,0.53978966337942
-0.07,0.64,0.40267604686749
0.78,-0.55,-1.704062804635
0.71,-0.46,-0.8886451711965
0.74,-0.14,-0.63821422807289
-0.39,-0.03,0.071671196258665
0.93,-0.07,-0.86793087588986
0.17,0.78,0.6396790662622
0.33,-0.77,-0.81133329016614
-0.39,-0.81,-1.0270121926575
0.64,-0.32,-0.7974885338587
0.35,-0.86,-1.1337721748392
-0.01,0.22,0.4828371096906
-0.61,-0.88,-1.5469934508512
-0.89,0.61,-0.22042140358487
-0.7,-0.17,-0.63236853461197
0.07,-0.77,-0.80939340738712
0.19,-0.1,-0.41461587039388
-0.4,-0.4,-0.27227149582102
0.96,0.7,-0.016916049133256
-0.07,-0.75,-0.88253817158815
0.86,-0.69,-1.2927757864255
0.28,0.06,-0.33482736653295
-0.33,0.72,0.68635701511768
-0.19,-0.9,-0.90866190126844
-0.18,0.54,0.34174645251341
-0.73,-0.3,-0.87815000439369
-0.29,0.94,0.77217659751193
-0.13,0.51,0.21114670753312
0.84,-0.71,-1.4316782805182
-0.01,-0.25,-0.10603333996785
0.35,0.01,-0.14433578781782
